question,responses
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.0,0.5],[0.6,0.2],[1.0,1.0]] [score]; prt1: # = 0 | prt1-1-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.3],[0.3,0.3],[0.5,0.2],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.2],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.2]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.0,0.5],[1.0,0.5],[1.0,0.0]] [score]; prt1: # = 0 | prt1-1-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.1,0.1],[0.3,0.2],[0.7,0.3],[0.9,0.4]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 1, 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.1,0.5],[0.3,0.0],[0.5,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.5],[0.1,0.3],[0.3,0.3],[0.5,0.4]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.5,0.5],[0.7,0.3],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.1,0.5],[0.6,0.5],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,1.0],[0.0,0.7],[0.0,0.4],[0.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.6,0.5],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.5],[0.2,0.3],[0.5,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,1.0],[0.0,0.5],[0.0,0.2],[0.0,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.4,0.2],[0.8,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,1.0],[0.3,0.7],[0.5,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.0],[1.0,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | prt1-4-F"
C,24 (  7.55%); Seed: 1; prt1: !
C,"23 (  7.23%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"11 (  3.46%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.4],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"9  (  2.83%); Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,0.0],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"7  (  2.20%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,1.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"5  (  1.57%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.2],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"4  (  1.26%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.7],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"4  (  1.26%); Seed: 1; pwc_ans1: [[0.0,1.0],[0.6,0.0],[0.9,0.4],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"4  (  1.26%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.3],[0.7,0.7],[1.0,1.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-F"
C,"3  (  0.94%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.1],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"2  (  0.63%); Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,1.0],[0.7,1.0],[1.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F | prt1-4-F"
C,"2  (  0.63%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.0],[1.0,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | prt1-4-F"
C,"2  (  0.63%); Seed: 1; pwc_ans1: [[0.0,0.5],[0.3,0.0],[0.7,0.0],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
C,"2  (  0.63%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"2  (  0.63%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.3],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
C,"2  (  0.63%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.1,0.5],[0.6,0.5],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
C,"2  (  0.63%); Seed: 1; pwc_ans1: [[0.0,0.8],[0.3,0.8],[0.7,1.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"2  (  0.63%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.7],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"2  (  0.63%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.5],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"2  (  0.63%); Seed: 1; pwc_ans1: [[0.0,0.2],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
C,"2  (  0.63%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.5],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
C,"2  (  0.63%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"2  (  0.63%); Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,0.0],[0.7,0.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"2  (  0.63%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.7],[1.0,1.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-F"
C,"2  (  0.63%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.7],[0.7,0.7],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.0],[0.5,0.2],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.6,0.4],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.8],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.2,0.8],[0.6,0.8],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.7],[0.7,0.0],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.7],[0.7,0.5],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,1.0],[0.0,0.4],[0.5,0.2],[1.0,0.0]] [score]; prt1: # = 0 | prt1-1-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.3],[0.7,0.6],[1.0,1.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.1],[0.6,0.2],[0.9,0.3]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.2,0.5],[0.7,0.5],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.1,0.6],[0.6,0.6],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.2,0.4],[0.5,1.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.1],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.2,0.3],[0.6,1.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,1.0],[0.1,0.3],[0.6,0.7],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.4],[1.0,0.6]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | prt1-4-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.2,0.6],[0.5,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.3],[0.7,0.3],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.2,0.2],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.5],[1.0,1.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.5,0.4],[0.6,0.1],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.4],[0.3,0.4],[1.0,0.2]] [score]; prt1: # = 0 | prt1-1-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.1,0.6],[0.1,0.6],[0.4,0.7],[0.5,0.7]] [score]; prt1: # = 0 | prt1-1-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.1],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.2],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.0,0.1],[0.5,0.3],[1.0,0.5]] [score]; prt1: # = 0 | prt1-1-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.8,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,0.7],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.8],[0.2,0.1],[0.7,0.1],[1.0,0.8]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1, 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.5,1.0],[0.9,0.2],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.1,0.5],[0.3,0.2],[0.4,0.8],[0.5,0.8]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 1, 2). | prt1-2-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.0,0.0],[0.8,0.7],[1.0,0.0]] [score]; prt1: # = 0 | prt1-1-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.3],[0.5,0.3],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.6],[0.7,0.2],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.1,0.0],[0.3,0.2],[0.9,0.8],[1.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 1). | prt1-2-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.7],[0.3,0.4],[0.7,0.1],[1.0,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | prt1-4-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,0.0],[0.7,1.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.6,0.7],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.2,0.3],[0.6,0.3],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[1.0,0.0],[0.8,0.2],[0.2,0.8],[0.0,1.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.5,1.0],[0.8,0.4],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.5],[0.6,0.2],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.4,0.5],[0.8,0.5],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.7],[0.7,0.3],[0.9,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,1.0],[0.0,1.0],[0.2,1.0],[0.5,1.0]] [score]; prt1: # = 0 | prt1-1-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.3,0.7],[1.0,1.0]] [score]; prt1: # = 0 | prt1-1-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,0.0],[0.7,0.9],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.3],[0.6,1.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.4],[0.2,0.1],[1.0,1.0]] [score]; prt1: # = 0 | prt1-1-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.3],[0.7,0.2],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,0.7],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.2,1.0],[0.8,1.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.1],[0.7,0.3],[1.0,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | prt1-4-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,1.0],[0.4,0.3],[0.6,0.2],[1.0,1.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,1.0],[0.0,0.5],[0.0,0.8],[0.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.2,0.1],[0.4,0.2],[0.6,0.3]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.6],[0.7,0.6],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.4],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.3],[0.6,1.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.2],[1.0,0.4]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.5],[0.3,0.0],[0.8,1.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.0],[1.0,0.9]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.3],[0.7,0.4],[1.0,1.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,1.0],[0.0,0.5],[0.7,0.0],[1.0,0.0]] [score]; prt1: # = 0 | prt1-1-F"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.4],[0.7,1.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
C,"1  (  0.31%); Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.3],[0.7,0.3],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
